amount_p,posx1_p,posx2_p,posx3_p,posx4_p,posx5_p,center_to_center_p,edge_to_edge_p,w_p,stim_lengt_p,eccentricity_p,line1_p,line2_p,line3_p,line4_p,line5_p,amount,posx1,posx2,posx3,posx4,posx5,center_to_center,edge_to_edge,w,stim_length,eccentricity,trial_type,deg_to_pix_index,posx1_in_pix,posx2_in_pix,posx3_in_pix,posx4_in_pix,posx5_in_pix,line1,line2,line3,line4,line5,posx,setsize_cobdi,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,first.thisRepN,first.thisTrialN,first.thisN,first.thisIndex,second.thisRepN,second.thisTrialN,second.thisN,second.thisIndex,thisRow.t,notes,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.keys,key_resp.rt,response,starting_width_deg,response_width_degree,response_width_pixel,next_5.keys,next_5.rt,key_resp_4.keys,key_resp_4.rt,text_3.started,text_4.started,key_resp_2.started,text_2.started,key_resp_2.keys,key_resp_2.rt,adjusting.started,next.keys,next.rt,text_control2.started,key_resp.started,key_resp.corr,text_bye.started,text_bye.stopped,participant,age,gender,resp_group,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.55,0.55,2.75,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,27,27,0,,,,,,,,,,,,,,3,1.272939,3,0.35,0.5,18.02146,return,1.8924526,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.35,0.55,3.25,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,4,0,4,0,0,28,28,28,,,,,,,,,,,,,,4,1.0143716,4,0.3,0.6,21.62576,return,2.3008692,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.5,0.4,2.2,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,29,29,15,,,,,,,,,,,,,,3,1.0658003,3,0.5,0.35,12.61502,return,1.2632256,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.8,0.4,4.8,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,30,30,39,,,,,,,,,,,,,,3,1.1065528,3,0.3,0.3,10.81288,return,1.3185096,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.45,0.25,2.35,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,4,0,4,0,0,31,31,24,,,,,,,,,,,,,,4,1.1943506,4,0.4,0.2,7.20859,return,1.2248531,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.7,0.4,2.6,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,32,32,4,,,,,,,,,,,,,,3,1.0101146,3,0.35,0.3,10.81288,return,1.2085491,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.35,9.175,10,10.825,11.65,0.825,0.275,0.55,3.85,10,match,36.05,301,331,361,390,420,9,9,9,9,9,,,,,,,4,0,4,0,0,33,33,18,,,,,,,,,,,,,,5,1.1078999,5,0.25,0.45,16.21932,return,1.3831165,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.15,0.55,1.95,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,34,34,6,,,,,,,,,,,,,,2,1.1180694,2,0.3,0.45,16.21932,return,1.3122204,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.65,0.25,2.05,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,35,35,13,,,,,,,,,,,,,,3,1.6141043,3,0.5,0.25,9.01073,return,1.8519312,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.35,9.175,10,10.825,11.65,0.825,0.575,0.25,3.55,10,match,36.05,301,331,361,390,420,9,9,9,9,9,,,,,,,4,0,4,0,0,36,36,20,,,,,,,,,,,,,,5,1.087496,5,0.55,0.15,5.40644,return,2.6906623,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.3,0.4,1.8,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,37,37,9,,,,,,,,,,,,,,3,1.7606285,3,0.4,0.3,10.81288,return,1.1447836,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.65,0.25,3.85,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,4,0,4,0,0,38,38,48,,,,,,,,,,,,,,6,1.1129486,6,0.45,0.2,7.20859,return,1.2755039,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.275,0.4,3.1,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,4,0,4,0,0,39,39,33,,,,,,,,,,,,,,6,1.2913123,6,0.45,0.35,12.61502,return,1.1108821,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,1.15,0.25,3.05,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,40,40,43,,,,,,,,,,,,,,3,1.3713287,3,0.3,0.15,5.40644,return,1.6346364,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.45,0.25,3.05,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,4,0,4,0,0,41,41,42,,,,,,,,,,,,,,5,1.1634182,5,0.2,0.2,7.20859,return,0.69944,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.95,0.25,4.65,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,42,42,37,,,,,,,,,,,,,,3,2.1119139,3,0.25,0.2,7.20859,return,1.1947572,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.5,0.4,3.1,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,4,0,4,0,0,43,43,32,,,,,,,,,,,,,,4,0.9152197,4,0.55,0.3,10.81288,return,2.013533,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.5,0.4,4,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,4,0,4,0,0,44,44,50,,,,,,,,,,,,,,5,1.651747,5,0.2,0.3,10.81288,return,1.3612782,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.125,0.55,3.25,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,4,0,4,0,0,45,45,29,,,,,,,,,,,,,,5,1.2400413,5,0.3,0.5,18.02146,return,1.5085704,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.85,0.25,2.45,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,46,46,2,,,,,,,,,,,,,,3,1.1414362,3,0.25,0.15,5.40644,return,0.9666893,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.2,0.4,2.2,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,4,0,4,0,0,47,47,16,,,,,,,,,,,,,,4,1.4093803,4,0.55,0.35,12.61502,return,1.7842934,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.275,9.1375,10,10.8625,11.725,0.8625,0.6125,0.25,3.7,10,match,36.05,298,329,361,392,423,9,9,9,9,9,,,,,,,4,0,4,0,0,48,48,22,,,,,,,,,,,,,,5,1.3486036,5,0.4,0.2,7.20859,return,2.1575508,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.05,0.55,2.35,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,4,0,4,0,0,49,49,12,,,,,,,,,,,,,,3,1.2140279,3,0.4,0.6,21.62576,return,2.0286777,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,4,0,4,0,0,50,50,11,,,,,,,,,,,,,,3,1.2245319,3,0.2,0.55,19.82361,return,2.4877804,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.7,0.4,3.7,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,4,0,4,0,0,51,51,21,,,,,,,,,,,,,,4,1.2444657,4,0.35,0.35,12.61502,return,1.049392,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128.30763,2128.30763,2128.30763,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.2,0.4,2.2,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,5,0,5,0,0,0,0,16,,,,,,,,,,,,,,5,1.3554979,5,0.45,0.35,12.61502,return,1.3161442,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.7,0.4,3.7,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,5,0,5,0,0,1,1,21,,,,,,,,,,,,,,4,1.216313,4,0.35,0.35,12.61502,return,0.6714555,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.7,0.4,4.8,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,5,0,5,0,0,2,2,38,,,,,,,,,,,,,,6,1.1752202,6,0.35,0.35,12.61502,return,1.1907135,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.55,0.25,3.85,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,3,3,49,,,,,,,,,,,,,,3,1.2410084,3,0.45,0.2,7.20859,return,1.46188,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.125,0.55,3.25,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,5,0,5,0,0,4,4,29,,,,,,,,,,,,,,5,1.0812504,5,0.35,0.55,19.82361,return,1.2131559,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.5,0.4,4,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,5,0,5,0,0,5,5,50,,,,,,,,,,,,,,5,1.018058,5,0.45,0.35,12.61502,return,1.1186672,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.45,0.25,1.65,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,6,6,7,,,,,,,,,,,,,,3,1.077307,3,0.35,0.2,7.20859,return,1.6259524,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.65,0.25,3.85,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,5,0,5,0,0,7,7,48,,,,,,,,,,,,,,5,1.0020414,5,0.3,0.2,7.20859,return,1.0402149,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.2,9.1,10,10.9,11.8,0.9,0.35,0.55,4.15,10,initial,36.05,296,328,361,393,425,9,9,9,9,9,,,,,,,5,0,5,0,0,8,8,46,,,,,,,,,,,,,,6,1.0058902,6,0.25,0.4,14.41717,return,1.379908,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.3,0.4,2.5,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,5,0,5,0,0,9,9,26,,,,,,,,,,,,,,5,1.3127299,5,0.55,0.3,10.81288,return,2.266013,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,1.15,0.25,3.05,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,10,10,43,,,,,,,,,,,,,,3,1.4440517,3,0.55,0.2,7.20859,return,2.0240562,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.85,0.25,3.55,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,5,0,5,0,0,11,11,19,,,,,,,,,,,,,,4,1.8805135,4,0.35,0.2,7.20859,return,2.2368178,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.35,9.45,10.55,11.65,0,1.1,0.55,0.55,3.85,10,initial,36.05,301,341,380,420,0,9,9,9,9,0,,,,,,,5,0,5,0,0,12,12,17,,,,,,,,,,,,,,5,2.0969996,5,0.55,0.4,14.41717,return,1.5472553,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.8,0.4,4.8,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,13,13,39,,,,,,,,,,,,,,3,1.1156717,3,0.3,0.4,14.41717,return,1.038385,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.15,0.55,1.95,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,14,14,6,,,,,,,,,,,,,,3,1.0505667,3,0.5,0.5,18.02146,return,0.8466555,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.1,9.7,10.3,10.9,0,0.6,0.05,0.55,2.35,10,match,36.05,328,350,371,393,0,9,9,9,9,0,,,,,,,5,0,5,0,0,15,15,12,,,,,,,,,,,,,,4,1.0035796,4,0.2,0.55,19.82361,return,1.8094781,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.3,0.4,3.2,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,5,0,5,0,0,16,16,44,,,,,,,,,,,,,,6,1.2225397,6,0.55,0.3,10.81288,return,1.8281743,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.35,9.175,10,10.825,11.65,0.825,0.275,0.55,3.85,10,match,36.05,301,331,361,390,420,9,9,9,9,9,,,,,,,5,0,5,0,0,17,17,18,,,,,,,,,,,,,,5,0.962898,5,0.25,0.55,19.82361,return,1.6585848,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.275,0.4,3.1,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,5,0,5,0,0,18,18,33,,,,,,,,,,,,,,6,2.9488404,6,0.5,0.3,10.81288,return,1.8392275,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.85,0.25,4.65,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,5,0,5,0,0,19,19,36,,,,,,,,,,,,,,6,2.4918212,6,0.5,0.15,5.40644,return,2.1826873,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.525,10,11.475,0,0,1.475,1.225,0.25,3.2,10,match,36.05,307,361,414,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,20,20,45,,,,,,,,,,,,,,3,1.4340101,3,0.35,0.2,7.20859,return,1.2632681,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.95,0.25,4.65,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,21,21,37,,,,,,,,,,,,,,3,1.3381479,3,0.5,0.2,7.20859,return,1.5861861,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.6,10,11.4,0,0,1.4,0.85,0.55,3.35,10,match,36.05,310,361,411,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,22,22,41,,,,,,,,,,,,,,3,1.2326736,3,0.2,0.6,21.62576,return,1.8374321,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,7.8,8.9,10,11.1,12.2,1.1,0.55,0.55,4.95,10,initial,36.05,281,321,361,400,440,9,9,9,9,9,,,,,,,5,0,5,0,0,23,23,34,,,,,,,,,,,,,,6,1.249075,6,0.35,0.55,19.82361,return,2.0633053,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,7.8,10,12.2,0,0,2.2,1.65,0.55,4.95,10,match,36.05,281,361,440,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,24,24,35,,,,,,,,,,,,,,3,2.0345964,3,0.25,0.55,19.82361,return,2.288037,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.2,10,11.8,0,0,1.8,1.25,0.55,4.15,10,match,36.05,296,361,425,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,25,25,47,,,,,,,,,,,,,,3,1.0428982,3,0.55,0.6,21.62576,return,1.5274027,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.95,9.65,10.35,11.05,0,0.7,0.15,0.55,2.65,10,initial,36.05,323,348,373,398,0,9,9,9,9,0,,,,,,,5,0,5,0,0,26,26,23,,,,,,,,,,,,,,3,1.2617933,3,0.2,0.6,21.62576,return,2.1229293,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.65,9.325,10,10.675,11.35,0.675,0.425,0.25,2.95,10,match,36.05,312,336,361,385,409,9,9,9,9,9,,,,,,,5,0,5,0,0,27,27,31,,,,,,,,,,,,,,4,1.317714,4,0.5,0.15,5.40644,return,2.512287,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.9,9.633333333,10.36666667,11.1,0,0.733333333,0.483333333,0.25,2.45,10,match,36.05,321,347,374,400,0,9,9,9,9,0,,,,,,,5,0,5,0,0,28,28,3,,,,,,,,,,,,,,4,1.1241048,4,0.4,0.15,5.40644,return,1.5426629,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.825,9.608333333,10.39166667,11.175,0,0.783333333,0.533333333,0.25,2.6,10,match,36.05,318,346,375,403,0,9,9,9,9,0,,,,,,,5,0,5,0,0,29,29,5,,,,,,,,,,,,,,4,0.6018425,4,0.4,0.15,5.40644,return,1.5364899,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.55,0.55,2.75,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,30,30,0,,,,,,,,,,,,,,3,1.8442887,3,0.3,0.55,19.82361,return,1.4978721,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.65,0.25,2.05,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,31,31,13,,,,,,,,,,,,,,3,1.2657036,3,0.5,0.15,5.40644,return,1.5821504,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,5,8.6,9.3,10,10.7,11.4,0.7,0.15,0.55,3.35,10,initial,36.05,310,335,361,386,411,9,9,9,9,9,,,,,,,5,0,5,0,0,32,32,40,,,,,,,,,,,,,,5,1.5846499,5,0.5,0.45,16.21932,return,0.9441183,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,9.3,9.766666667,10.23333333,10.7,0,0.466666667,0.066666667,0.4,1.8,10,match,36.05,335,352,369,386,0,9,9,9,9,0,,,,,,,5,0,5,0,0,33,33,10,,,,,,,,,,,,,,4,1.5566114,4,0.2,0.3,10.81288,return,1.4772,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.3,10,10.7,0,0,0.7,0.3,0.4,1.8,10,initial,36.05,335,361,386,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,34,34,9,,,,,,,,,,,,,,3,1.1379123,3,0.3,0.35,12.61502,return,0.7561971,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,8.9,10,11.1,0,0,1.1,0.85,0.25,2.45,10,initial,36.05,321,361,400,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,35,35,2,,,,,,,,,,,,,,3,1.3667228,3,0.5,0.25,9.01073,return,1.5987713,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.9,9.633333333,10.36666667,11.1,0,0.733333333,0.183333333,0.55,2.75,10,match,36.05,321,347,374,400,0,9,9,9,9,0,,,,,,,5,0,5,0,0,36,36,1,,,,,,,,,,,,,,4,1.513416,4,0.2,0.45,16.21932,return,2.1716394,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,3,9.1,10,10.9,0,0,0.9,0.35,0.55,2.35,10,initial,36.05,328,361,393,0,0,9,9,9,0,0,,,,,,,5,0,5,0,0,37,37,11,,,,,,,,,,,,,,3,1.2236529,3,0.3,0.45,16.21932,return,1.3341691,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
,,,,,,,,,,,,,,,,4,8.65,9.55,10.45,11.35,0,0.9,0.65,0.25,2.95,10,initial,36.05,312,344,377,409,0,9,9,9,9,0,,,,,,,5,0,5,0,0,38,38,30,,,,,,,,,,,,,,5,1.3046302,5,0.5,0.2,7.20859,return,2.0993359,,,,,,,,,,,,,,,,,p307,31,female,up_down_width,2025-11-26_10h46.13.411,exp1,2023.1.0,59.99109732
